name,rating,text
The Gannet,5,"On a 10 day trip to Glasgow recently this was by & far the best meal I had. I found it on my 1st cold ,rainy day in the SEC neighborhood while looking for a place for dinner before the World Championships madness started the following day. The 3 course meal was amazing & the host Kevin was lovely & welcoming. The bread was divine, the duck sublime, the pasta delicious & the dessert was the best part. Highly recommend & I look forward to being back on my next visit x"
The Gannet,4,"Visited back in December as a pre-xmas treat, had a lovely time and enjoyed all the food and the service was friendly and attentive.

There were some great individual bits on offer across the menu and everything was very enjoyable, but nothing that really blew my socks off. I'd happily eat here again, but as it's on the pricey side it maybe missed some of the magic I look for at this price point to make me want to rush back."
The Gannet,5,"An unbelievable experience! The food was utterly sublime, with every bite being a taste sensation. We took the 6 course tasting menu, as was an afternoon sitting, we didn’t choose the wine pairings. The cocktails were amazing, from a new twist on an old fashioned to the pink fizz!
The staff were great, they explained every course in detail and were very attentive throughout and we never felt rushed, even though we were there for over 3 hours.
Brilliant food in a lovely setting, we can’t wait to return!"
The Gannet,5,"Fantastic tasting menu and matching wine. Smashing service with dishes and wines being explained. All the dishes were great, tasty and leaving you wanting some more. Matching wines we very good, great selections from Eastern Europe, some you just would t expect. We also added a fantastic cheese course and took a vegetarian option, instead of the beef tartare… service was excellent in this regard, nothing was a problem. Great night all round. We’ll be back for more."
The Gannet,5,"Lovely food in a lovely setting.  We had an early lunch and it was beautiful quiet.  I'm sure with a few more guests the atmosphere would have been perfect.

The chicken and asparagus was fantastic and absolutely the highlight of the lunch."
Cail Bruich,5,Our dining experience exceeded all our expectations. We are not new to fine dining and Lorna’s creative cooking topped the list so far. Cosy private venue. Superb service. Phenomenal food. 3-hours felt like 3 minutes and at no point we felt rushed. Thank you very much Lorna and the team. Thoroughly enjoyed the unique dining experience that you all gave us with 100% attention to details.
Cail Bruich,5,"The ingredients were exceptional.

Beautifully presented in both plating and ability to allow flavour to shine.

Courses were correctly portioned to ensure a smooth tasting experience.

The casual ambience is matched by the relaxed front of house staff. They read us well and we enjoyed our conversations with them.

Highly recommended. It's obvious to see why the Michelin star hangs here."
Cail Bruich,5,"My recent dinner at Cail Bruich was truly exceptional. From the outstanding food and impeccable service to the delightful atmosphere, every aspect of the experience exceeded my expectations. Without a doubt, Cail Bruich deserves a second Michelin star for their outstanding culinary mastery."
Cail Bruich,5,Our first visit and very impressed....everything was FANTASTIC!!!! Siobhan was very attentive and good chat. Mr Sommelier was very knowledgeable and gave us some interesting tips! Flavours were amazing and some unusual combinations that worked so well. It was to celebrate our 25th wedding anniversary and it was incredibly special and the card on the table was a lovely touch. Thank you to everyone!!Jamie & Leza
Cail Bruich,5,"I was there for the tasting menu with my wife for her birthday and it was simply superb. Every part of the experience from the hard working and knowledgeable staff, who make each of the exquisite and beautifully prepared courses, made to perfection from the extremely hard working and expert chefs in the kitchen with Lorna, with the just the right amount of discrete theatre at the table to make them both exciting and memorable. The attention to detail and craft for each dish component is amazing and the Michelin star is well deserved. We absolutely loved it and will certainly return. Fantastic."
Ubiquitous Chip,5,"This was a fantastic restaurant for a nice night out. I went here with a friend and we both got scallops and venison, both of which were amazing. The service was also very good, as our server was attentive and informative. Overall I would definitely recommend going here at some point if you can."
Ubiquitous Chip,5,"My main is less inspiring — ricotta and chestnut croquettes. The powder gives the sprouts a tempura-like crispness. The base of the squash puree is cold, though, and the rocket garnish miserably flaccid. The croquettes themselves are floury — overwhelmingly so. One is pleasant; two is a chore."
Ubiquitous Chip,4,"Venison haggis lived up to its hype, the sauce is everything! Wonderful staff and beautiful space. The only regret I have from this experience is the mac and cheese, which was dry and tough. Maybe adding more cheese might help?"
Ubiquitous Chip,5,"I had an extremely delightful tasting menu experience. The staff were very knowledgeable about the wine and the food, and seemed as excited about it as I was. Some very clever presentations, as well. The ambiance feels lush without being stuffy or overbearing. I would absolutely bring anyone I know here."
Ubiquitous Chip,5,Amazing decor.  Great drinks and menu.  Loved having a vegetarian tasting menu.  Wish they advised we needed to specify if we wanted a tasting menu when making our reservation.  Glad they were able to accommodate.  Time in between courses was a bit long.  Looking forward to coming back.
Gloriosa,4,"I would recommend it to a friend. We ordered focaccia, artichoke, sea trout and squid. All were delicious except artichoke which tasted like the ones you had in a jar from a supermarket. The atmosphere was amazing in the restaurant with candles and all."
Gloriosa,5,"Visited recently for the first time and it’s one of those rare places that lives up to and even exceeds their reputation. Some of the best food I’ve had in a long time, everything was delicious, atmosphere was good, and the staff friendly. Can’t wait to return."
Gloriosa,5,"Gloriosa is a culinary delight of simple goodness.  Honest , fresh and healthy food.  The focaccia is to die for.  I couldn't fault any dish in any way.  Presentation, taste and portions 100 percent satisfaction."
Gloriosa,5,"Great service, warm staffs and delicious food!
Good quality of food, you can see how detail the chef is.
It’s a bit expensive to me but it worths more than you paid for."
Gloriosa,4,"We have been many times to Gloriosa and always really enjoyed the food and general atmosphere. We have come with friends or just ourselves and like the mediterranean sharing plates. When we went most recently we got seated beside the front door which kept hitting us with wind and banging. The service was bad - while the small plates came fairly fast, we waited ages for the bigger plates (with no drinks as another wasn’t offered). We noticed that after the table next to us paid, the girl was waiting for her friend to use the bathroom to leave and she got told she had to move and couldn’t sit to wait, so she had to stand awkwardly between tables. The food was good but not as amazing as usual. The focaccia is amazing and I liked the eggs and panna cotta. But the clams were full of sand, the cavolo so salty it was inedible so that dish was way too expensive for what it was. The artichokes were ok but not incredible. I hope it was just a one-off but we were disappointed overall. We will definitely try again."
Bothy Glasgow,5,"Good food and great service only criticism is maybe the service charge being automatically applied to the bill however,the waitress was really good, very attentive and we didn't have an issue paying it on this occasion. Would definitely return"
Bothy Glasgow,5,"Ideal stop for lunch. Lovely setting and pleasant, welcoming staff. Every part of the meal was thoughtful and complimentary. Love the  pork belly with hazelnuts."
Bothy Glasgow,5,"My mum had her 60th birthday in the room upstairs.

Great night service was great. There are a few mistakes on the set menu, but it was all really good food and great staff.

Recommended."
Bothy Glasgow,4,"Went for a Sunday roast (beef) which was great. Service was good, walked in a busy Sunday night with no reservation and was seen to right away.

Atmosphere was lovely, food was delicious (sticky toffee pudding was unreal). Would recommend for a nice sit-down meal, spent 40 on roast dinner (surcharge for beef) with dessert and a pint which was fair for the quality of food"
Bothy Glasgow,5,"I went here for the Burns night with a friend and it was a spectacular evening, the atmosphere was wonderful, the staff were really good and attentive.

The food was great but not to the standard I would have expected for a higher end restaurant. I loved the haggis, neeps and tatties though the ham hock & lentil soup was just OK. The cranachan cheesecake was quite nice. My friend loved her salmon starter though felt the sticky toffee pudding was a bit heavy. She also thought the haggis was delicious.

The whisky flight was very good value for money considering the price of the bottles, I had the Isles one and would recommend it. We also had a few bottles of red wine, the cheaper ones tasted better than the more expensive bottle.

I'd definitely go back but would try other options on the menu along with another whisky flight 😀"
Stravaigin,4,"Stravaigin delivers a lovely dining experience. The atmosphere is cozy and inviting, perfect for enjoying a taste of Scotland. I tried the lamb rump and haggis, and both were absolutely delicious! Definitely a spot I'd recommend if you're looking for a charming place with good food."
Stravaigin,3,"I went for the Sunday set meal, the haggis neeps tatties with pepper sauce starter were excellent. The roast beef with vegetables was not as good. The glazed carrot was just a small slice of carrot, the beef was quite rare. I was not given the choice of how I would like my beef. The roast potatoes were nice but few in number. The broccoli and cauliflower cheese were fine. We did wait a long time for the main to turn up."
Stravaigin,5,"Had a gift voucher to spend but definitely a place to go for excellent service and food as a treat. Sat upstairs which had low ceilings so if you are claustrophobic I would sit downstairs. Starters was the caramelised tofu to share and it was superb (forgot to ask what the sauce was) - recommend! Mains were rump steak and ox cheek, and chunky chips (crispy on the outside and fluffy inside). Steak was cooked to perfection, very tender and the sauce it came with went well with our side of chips; ox cheek fell apart, there wasn't any need for a knife, and the sauce was rich. Anyways, our server Cameron was attentive and friendly, the rest of the team - Marquis, Ilaeria and Sophie were on the ball! Hats off to the sous chef for doing well with the steak (sorry Head Chef looks like they raised the bar)."
Stravaigin,5,"After a brisk walk through Kelvin Park we arrived at Stravaigin, the Cellar. We were seated after my partner managed to smash a glass through careless control over her hand bag. We were presented with menus and I chose the Haggis Neaps and Tatties which came as three equal sized portions with sesame seeds. I followed this with steak, chips and pepper corn sauce. The waiter checked back on us a few times which was a nice touch. The desert was a small meringue with a sorbet and so apple shavings???
We had coffee, paid the bill and thanked the waiter.
This is a nice place to eat in a busy local venue."
Stravaigin,4,"Excellent place. Even though I didn't know you had to make a reservation, they seated us at the bar area and served great food. Selection was limited because they had a ""busy weekend"" and was out of steak and some other assorted menu items. I had the haggis to start and pork belly as a main. Superb!"
The Buttery,5,"First visit to this exceptional restaurant, wont be the last.
I would go so far as rating it my favourite restaurant.
Ambience - quality. Food - exquisite. Service - outstanding.
Thank you Ryan and your team."
The Buttery,5,"What a lovely dining experience! Food was fantastic, the bread with chilies was one of the best slices and a nice start to the meal. Cullen skink was great, too. Reasonable pricing and staff - from reservations to host to servers - were all exceptionally friendly, accommodating, and gave above par service. Very old school and traditional and would definitely return again."
The Buttery,4,"Good place, beautiful decoration, helpful staffs. Attended the wine dinner event last evening - the foods are all of good quality but not quite impressive. Although it’s an event of wine, I don’t really feel for the wine pairing. A good place if you wanna try traditional Scottish dishes!"
The Buttery,4,"Really tasty Scottish fare, the Highland venison was exquisite. Delicious desserts.
Fancy location, tastefully decorated.
Late evening reservation
Lost in our own world for much of the evening as we’d finally gotten to celebrate our Anniversary due to busy schedules
However, service noticeably rushed and mildly passive aggressive by the end, we were the last patrons. Marred the experience."
The Buttery,5,"An institution. 150 years old restaurant. Waiting staff, excellent. Menu, good choice , mostly seafood. Quality of presentation and flavour, high. Mother-in-law has been in the restaurant business for fifty years and is very fussy about her fish but absolutely loved her fish main course. Thought there was a little too much potato in the seafood chowder but flavour good. The decor and atmosphere comfortable not stuffy."
Porter & Rye,5,"First time I booked a table was March 2020 and we all know how that worked out 😥 First actual time I had the pleasure of visiting Porter & Rye was in August 2021 and I have been a frequent guest ever since 😂 (even my bank app thinks
I have subscribed to premium steak delivery). Anyway, after trying many different streak houses in Glasgow (which are all spectacular btw) nothing hits home quite like Porter & Rye. I used to live around the corner and it was my favourite restaurant of all time, now I stay 60 miles away and it’s unfortunately still my favourite restaurant 😂 Book P&R today and join the fan club of Baked Alaska flavour changes and definitely order a cocktail/mocktail when you’re there (especially when Dan is there but they are superb all the time). Not sponsored and I still think the cow is creepy but it’s actually comforting now 😂"
Porter & Rye,5,My wife and I were there for the first time for our 21st wedding anniversary after lots of recommendations. I can say we were not disappointed. Everything from the quality of the food to the top notch service was excellent. Would highly recommend.
Porter & Rye,2,"Probably the worst steak I’ve had in a really long time. Must’ve been an off night based on the reviews, but I will not be returning. Service was decent. Mine was 2X maybe 3X sides were good but the steaks were horrible."
Porter & Rye,5,"We had a fantastic dinner at P&R this weekend - we arrived early but were well looked after until our table was ready - before our allotted time. The service was really excellent and food came at just the right pace. The food itself was very delicious , perfectly cooked and well presented. Definitely recommend."
Porter & Rye,5,"Excellent steaks and sunday roasts.
Good wine selection.
Staff are always friendly ,professional and knowledgeable.
Fantastic service
Nice atmosphere and good value"
Fanny Trollopes,5,"Great service, fantastic food. The rainbow trout with wipped goats cheese was unusual and outstanding. Deserts a great end to a really good meal."
Fanny Trollopes,5,"We had dinner at this lovely place. The waiter was very kind and charismatic, which absolutely contributed to the ambiance in the restaurant. The dishes were of good quality and were ""complex""; a lot of well chosen, special and tasty ingredients. The pricing is fair.
(The pigeon starter is very tasty, I forgot to make a picture)"
Fanny Trollopes,5,"Harry was very welcoming, patient with good knowledge of the food. The dishes were amazing, extremely tasty, delicious textures, and well thought out. We can't wait to come back."
Fanny Trollopes,5,Still ranks as one of my favourite restaurants in Glasgow. Top class food and service at affordable prices. A Glasgow must visit.
Fanny Trollopes,5,"The venue is small so I would recommend booking. The food is tremendous and the staff are so nice. What’s not to like. Will definitely being coming back for more. The desserts were delicious we had the chocolate fondu, sticky toffee pudding, apple crumble and oh so delicious custard and the cheeseboard. They were all fantastic and to be recommended."
Miller & Carter Glasgow,5,We had Zoltan as our server. He was so nice and polite. We tried a new sharing dish and he spoke us through all the ingredients. The meal was amazing. Great service
Miller & Carter Glasgow,5,"The Service was amazing, the food was quick to come out and the quality was unreal, we got the butchers block and it was more than enough for two, the cocktails were unreal.
The final bill was a lot of money, but I felt it was well spent on the quality and service, I would recommend this to anyone! Food heaven.

Thanks Mags!!"
Miller & Carter Glasgow,4,"While the food fell short of my expectations in terms of taste, I found it to be slightly overpriced. However, the waitress provided excellent service and was very sweet. The atmosphere of the restaurant itself was pleasant and inviting."
Miller & Carter Glasgow,5,"Michelle was an amazing server!! Very attentive and friendly, made some outstanding recommendations! The halloumi fries were a fantastic starter! The Ribeye was tender and flavorful! The sticky toffee pudding was a perfect dessert! Amazing restaurant, I will be back!"
Miller & Carter Glasgow,5,"Absolute quality, the food is phenomenal and service is second to none! Remember though…it is a steakhouse!!! The starter of sticky chipotle chicken is amazing, T-bone steak (medium/rare) is fantastic and apple crumble with custard is just excellent! Our server Ryan was extremely polite, helpful and very professional! The whole experience was amazing! 🌟 ⭐️ 💫"
UNALOME by Graeme Cheevers,5,"Delicious lunch with dishes of the highest standard coupled with excellent service. They create a lovely atmosphere which is relaxed and fun but still focussed on all the little details which you would expect from a Michelin rated restaurant. Comparing it to other similar places we’ve tried it really nailed this balance. The food was fantastic, allowing excellent ingredients to shine."
UNALOME by Graeme Cheevers,5,"We had the Six course tasting menu with premium paired wines. I’ve eaten in a lot of Michelin restaurants and Graeme and his team have got it just right. Elegant and stylish setting and superb service, without the stiff over formal atmosphere. It was welcoming and relaxed, the flavours and textures were intelligently combined and paired perfectly with some sublime wines. The staff were well informed and very professional. Quite possibly the best culinarily experience I’ve ever had. Thank you Unalome! You made our valentines night unforgettable."
UNALOME by Graeme Cheevers,5,"Absolutely fabulous restaurant… great local ingredients, seafood is always amazing. The mix of different flavours is smashing, it’s a real treat and in a great venue. Both lunch and evening menus have a great variety and all delicious. The service is easily the best I’ve experienced, the staff are willing to do what they can for you. On this occasion, lunch, we got a matching wine set created for us and a cheese board…. It you’re looking for a treat  this is a must visit."
UNALOME by Graeme Cheevers,5,Went on a Friday night for the tasting menu and wine pairing. Food was borderline faultless with great service and interesting wine pairings. Up there with the best tasting menus/meals I’ve had in 2023!
UNALOME by Graeme Cheevers,5,"My first Michelin experience in Glasgow. I enjoyed everything, especially the foie gras, sea bass and the dessert. They also have amazing bread with creamy butter!

What impresses me most is that they prepared a surprised petit four for me: when chatting I said I came to Glasgow for my first job and it has been just one month. At the end of my meal, staffs came with congratulations!! It’s quite warm and I’m quite grateful for it.

Their foods are of good balance so that you won’t feel too heavy, friendly service and kind staffs, will come back again!"
Eighty Eight,5,If you haven’t eaten at eighty eight what are you waiting for?! We visited today and the food (sharing plates) and dessert were delicious and so were the cocktails. Managed to get a pic of dessert but not the main meal as it disappeared very quickly. This place is definitely a new favourite. Would highly recommend 👌🏽
Eighty Eight,5,"We had a wonderful meal at this small but cozy restaurant. The food was excellent - bold and full flavours. We love a sharing concept and had 10 plates in total for our group of four. The plates came out at a steady pace, we never felt rushed. Small but good wine selection. The staff was exceptionally friendly and welcoming. We went to other, more expensive restaurants in Glasgow but this was by far our favorite. We spent 245 pounds which included 3 bottles of wine - a very fair price. Absolutely recommend this spot, we will definitely visit again next time we're in the area."
Eighty Eight,5,"Used some vouchers that were actually bought for the sister restaurant but decided on Eighty eight.
It did not disappoint. Great food and great portions"
Eighty Eight,5,"This is a lovely little place in the West End of Glasgow. It does small menus and small plates, but everything that comes out of the small kitchen is delicious. Service is friendly and informed. Booking is essential.
We went on a pasta special menu evening."
Eighty Eight,5,Incredible coffee and even better pastries! They have the most gorgeous cups and the atmosphere is really cosy! I personally loved that you were offered a choice of single origin for your coffee and the menu included tasting notes to help you choose. I am keen to return to try out their selections of wine one evening!
Ka Pao Glasgow,5,"Nice restaurant found almost by chance during my visit in Glasgow.
It’s an Asian inspired cuisine and they recommended to take 3-4 small dishes to share and one or two “main courses” with some side dishes.
That’s what we did and we found the food very delicious! I really recommend the corn ribs and the fried mushrooms, so good!
We’ll definitely visit this place again because there are still so much dishes to try on their inviting menu. Great service, it was all perfect!
We spent around 85 pounds in two and we left full and satisfied"
Ka Pao Glasgow,5,"Outstanding.  My general rule is if I do not understand the menu items, I do not eat at the restaurant.  This place is one of the few exceptions.  It was chosen by my friend at the recommendation of a local.  The menu is unique and contains many flavor profiles and items that I have never experienced.  We trusted the chef and went with the sharing menu.  The chef is a real artist who put together robust flavors of seemingly strange or unknown ingredients that really complemented each other.  Dont overthink it.  Have a little faith and try these unique creations.  This is New York, LA, Vegas, Paris quality food in Glasgow.  Plenty of food and reasonably priced."
Ka Pao Glasgow,5,"genuinely some of the nicest food i’ve had in the longest time. i came here for my birthday dinner and enjoyed every single aspect of it. the fried oyster mushrooms were enlightening. the beef tartare was otherworldly and honestly, it’s been two weeks and i’ve been craving it ever since then. the mussels were delicious, and we ordered a side of rice and spooned the juice from the mussels on top, incredible hack, was absolutely delicious. the beef skewers genuinely made me see god. perfectly grilled and just the most flavorful tender meat. the corn ribs were a first for me, but it was love at first bite. why isn’t corn always served like this? besides being easier to eat, utterly beautiful flavor. and finally, the fried chicken with the caramel glaze. my partner and i argued for the longest time over how you were able to achieve chicken that is THAT crispy, while still remaining juicy. even after 10-15 minutes of sitting on our table, drenched in the glaze/sauce…..you would think that the crispiness would start to fade. you think it might get a bit soggy. guess again. you bite into it, and it’s still JUST as crispy as when it arrived to the table. how do you guys do it???? actually, don’t tell me. i prefer to imagine you as little wizard chefs producing the best birthday dinner i’ve had in a very long time. i visited on march 14th around 6/6:30pm, and everyone who served us was an absolute dream.

also!!! the entire restaurant was super clean, looked very cool and the most important…the bathrooms were spotless!!

thank you guys for such an amazing dinner 🩷"
Ka Pao Glasgow,5,"Omg the food is amazing! I can be a bit nervous about trying new foods but virtually every dish (my group basically passed around every dish we ordered so we could all try it) was amazing! The oyster mushrooms in particular were delicious. The staff were so lovely and patient. The entire setup of the restaurant is so pretty.

My one complaint would be that I hated paying £4 for a glass bottle of coca-cola 🤣 but honestly everything was so lovely. I'll definitely be back."
Ka Pao Glasgow,5,"The food at Ka Pao is second to none. We asked our server for recommendations and they didn't disappoint. I love that the food comes out as and when it is ready which allows you to graze at your own pace. The flavours in each dish were delicious and the presentation was impeccable. Service was excellent, very friendly interactions with three staff members left us feeling attended to and appreciated. We will definitely be returning."
Gōst,5,"Wow! This place is absolutely stunning inside. First visit here today. Great menu, portion sizes are decent which I love, we had intended on a desert, however after ordering our sides (the mac and cheese and onion rings the best I have tried in a while) we couldn't move so opted for coffee instead 😀.  I had the scallops and pork belly to start, I'm not normally a fan of pork, this was first class! My friend had the croquettes  and we both had the roast dinner (with it being Sunday after all😀😋 cooked to perfection. Nicole and Joseph who served us where both lovely, friendly and efficient. The place opens at 1pm on Sunday just a few of us in, then all of a sudden it was packed. We had booked it and I would definitely recommend doing that. Great upbeat vibes and background music. Definitely worth every penny. Just go 😀"
Gōst,5,"Absolutely fantastic festive lunch. Started with a simple
Booking process, the restaurant was very accommodating to our various needs - we were a group of 23. Food was tremendous, very tasty, good time between courses and plenty of it 😂. Staff looked after the whole group very well, no long waiting that you would expect at this time of year. Drinks were excellent too, great selection of cocktails. We will be back.. cheers"
Gōst,5,"Wine & steak were delicious (although the whiskey cream sauce was a little light on the whiskey, although still very tasty) and staff were very friendly and welcoming. The smoked bone marrow served in the bone with caramelised onions on top was wonderful too.
My photo doesn't do it justice!"
Gōst,5,Best steak restaurant in Glasgow. Service from Andrew was wonderful. We were greeted to a lovely booth and the atmosphere was spot on. The food was that good we managed to squeeze in a dessert 😄
Gōst,5,"Delighted with my experience at Gosht restaurant! Introducing a friend to Scotland, I sought a quality halal steakhouse, and Gosht exceeded expectations. The ambience was lovely, service warmly welcoming. The sirloin steak was a revelation—undeniably the best I've ever had, incredibly juicy. The mocktails were beautifully crafted. While it leaned towards the pricey side, the exceptional fine dining experience made it worthwhile for special occasions. A special shout-out to Ellie, Rueben, and the talented chef who made our evening memorable on Friday, 26th January."
Kimchi Cult,5,"Updated review after the menu change.

The fried chicken on the bone is gone and has been replaced with fried chicken thighs without the bone but with the same amazing flavours as before. It will take me time to process the change but these new chicken thighs taste great but they will never live up to the fried chicken from before. R.I.P Kimchi Cult Fried Chicken. Sad times.

We tried the pizza and as tasty as it is it just somehow doesn't fit with the menu in my eyes. The flavours are great and even with my disdain for deep pan pizzas they still were tasty ""pizzas"".

I'll update the review once I get a chance to try the new bibmbapbox."
Kimchi Cult,4,"The food was great, the chicken was wonderful(light and crispy)! Love the soy chicken, gochujang chicken was a little sour but was good, the bibimbap is a must! And the burger.. is a burger😅 I should've tried the chicken burger cause their chicken is a mustry!  The restaurant is small but it's nice and cozy."
Kimchi Cult,2,"We were previously regularly getting the fried chicken as it was cooked very tasty and it had a distinctive crispy skin. Unfortunately, after the recipe recently changed, it seems the restaurant now uses breast meat instead of thigh meat, the previous crisp that gave the food it's character is lost. If the new product was what I wanted, I would have bought KFC! Disappointed as the old style chicken was one of my favourite dishes."
Kimchi Cult,3,"Not sure if I ordered the wrong thing but my burger tasted like nothing. The kimchi on it was good, but that was all.
The bread is too soft and disappeared in my hand.
The chicken burger was a little bit better, but just very regular. Nothing special.
The whole place is messy with things everywhere, gives you an impression that they are desperate for a deep clean."
Kimchi Cult,5,"5 stars for the food alone and 5 stars for service as it's self-service. Order from the machine on the wall and take a seat if you can find one. Great to share seating with strangers and meet new people.

The menu is changing soon, so you can't get a better time to go in and try their amazing fried chicken.

I used to go to Kimchi Cult when they where in London and the qaulity of food hasn't changed one bit. Best Korean BBQ in Glasgow by far."
Murphy’s Pakora Bar,5,"Stunning food, brilliant service and really reasonable prices.

We’ve been twice now and both times have been incredible. Highly recommend!

Raj is a king amongst men."
Murphy’s Pakora Bar,5,"What an excellent  move this was tonight after visiting Riverside museum.A friend had told me that this place a haunt of old days had been refurbed and reopened. So today was an excellent opportunity  to revisit after years of absence.The menu is excellent .There is much more than Pakora to choose from. There are many items not available  in the more traditional  indian eateries.  After the obligatory Poppadums  and spiced onions,we had very unusual, sweetcorn and red pepper pakora and some really excellent Masala tatties both served with delicious  dips. We then shared an amazing Aloo Gobi
( Cauliflower  and Potato) and a very tasty Coconut  Chicken Korma. Paratha was also perfect. The staff were really, so helpful and friendly.  Really lovely people who answered our many questions  regarding
Ingredients  and menu content😊
Love the Tuk Tuk in the entrance  vestibule. Took me back to my many trips to Goa  Price was very reasonable  at £44 for our satisfying  feast. Thoroughly  recommended. 🤗"
Murphy’s Pakora Bar,4,"Quite nice, both the pakora starters and the mains (chicken korma and lamb rogan josh). I appreciated the care in asking for allergies and was told pakoras are fried separately for gluten free customers."
Murphy’s Pakora Bar,5,"Came here to celebrate my 23rd birthday with friends. Amazing atmosphere and service. Lovely chat, and energy from the owner and his members of staff. Highly recommend to anyone looking for some great Indian street food-at an amazing price!"
Murphy’s Pakora Bar,4,Mixed feelings on this one. It’s not a casual hang out bar with Indian based snacks on the side and it’s also not a fully fledged Indian restaurant. I’m not sure that’s the best recipe for getting a great experience. Service a highlight and was friendly and with old school Glaswegian charm. Food was tasty but not mind blowing and the menu is fairly succinct. Decor is comfortable and modern. If your not wanting a full on meal it’s worth a try
La Lanterna,3,"Went for a valentine's night dinner, and despite the high praises I have heard about this restaurant, the experience was pretty lackluster. The dinner service was restricted to their set menu for Valentine's day and one could opt for a 2 course meal for 27.50 each or 3 course for 35 each.
My partner ordered a mains and a dessert sharing platter, and I went for a prawn starter and mains. The menu did not state that if you share the dessert platter it will cost extra and after we were reassured by the service staff that it wont be charged separately, when it came down to the billing time, there was an extra 7.5 quid added on top of our 27.50 each. There was also an added service charge, automatically added on top of that, both seems disingenuous to me. I don't mind paying service fee and having worked in the hospitality industry I will gladly hand tips to servers, but this was not acceptable. The extra charge for sharing dessert platter makes no sense, 'cos essentially my partner paid 35 quid for a bowl of pasta and 4 shot glasses worth of desserts.
We were told that the server did not know and she explained it to us incorrectly that it would be included in the price, and only after asking for clarification was one given to us. She also quickly went on to say that she would be happy to take off the service fee, as if doing us a favor while admitting to the fact that she gave us misinformation while taking the order. The whole situation left a bitter after taste, although the main course pasta was pretty good. The dessert platter portion wise was very disappointing especially considering the extra charge.
Food was decent, I liked my risotto but the whole billing experience did not leave me with a positive impression of the place."
